SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
512531,STC INDIA   ,B ,Q,141.20,145.90,141.20,142.55,142.55,140.95,502,20329,2915722.00,,INE655A01013,03-Aug-18,,
512553,ZENITH EXP. ,T ,Q,65.00,65.00,62.00,64.55,64.60,63.05,13,524,33424.00,,INE058B01018,03-Aug-18,,
512559,KOHINORFOODS,B ,Q,38.75,40.15,38.75,38.90,38.90,37.95,207,19195,756010.00,,INE080B01012,03-Aug-18,,
512565,R.T.EXPORTS ,X ,Q,7.29,7.29,7.29,7.29,7.29,7.67,2,2000,14580.00,,INE581D01015,03-Aug-18,,
512573,AVANTI FEEDS,A ,Q,480.00,519.00,480.00,511.05,511.05,479.75,6779,215191,108851147.00,,INE871C01038,03-Aug-18,,
512597,KEYNOTE CORP,B ,Q,53.00,53.00,53.00,53.00,53.00,55.80,1,200,10600.00,XD,INE681C01015,03-Aug-18,,
512599,ADANI ENTER ,A ,Q,195.00,204.20,194.10,198.00,198.00,196.50,8802,1468372,294292240.00,,INE423A01024,03-Aug-18,,
512608,BHANDARI HOS,B ,Q,2.29,2.30,2.22,2.29,2.30,2.26,37,79896,182756.00,,INE474E01029,03-Aug-18,,
512626,ORBIT EXPORT,B ,Q,136.75,149.00,136.75,149.00,148.95,145.00,75,3781,545886.00,,INE231G01010,03-Aug-18,,
512634,SAVERA IND  ,X ,Q,63.05,69.90,63.05,64.00,64.00,63.00,7,30,1941.00,,INE104E01014,03-Aug-18,,
513005,VBC FERRO   ,XT,Q,42.75,42.75,42.75,42.75,42.75,44.95,2,350,14962.00,,INE114E01013,03-Aug-18,,
513010,TATA SPONGE ,A ,Q,906.10,912.85,892.00,895.55,895.55,904.40,544,10403,9385050.00,,INE674A01014,03-Aug-18,,
513023,NAV BHAR VEN,A ,Q,134.95,136.55,133.35,134.25,134.50,132.40,782,79630,10749887.00,,INE725A01022,03-Aug-18,,
513043,REMI EDEL   ,X ,Q,29.05,29.05,26.50,26.50,26.50,27.85,4,16,428.00,,INE158G01015,03-Aug-18,,
513059,G.S.AUTO INT,X ,Q,10.02,10.85,10.02,10.21,10.21,10.43,37,12456,129577.00,,INE736H01024,03-Aug-18,,
513063,TRANSFREIGHT,XT,Q,9.99,9.99,9.99,9.99,9.99,10.05,1,5000,49950.00,,INE360D01014,03-Aug-18,,
513097,SHIV.BIMETAL,X ,Q,104.00,106.75,100.20,105.25,105.25,103.30,419,46110,4778832.00,,INE386D01027,03-Aug-18,,
513108,GANDHI SP.TU,B ,Q,376.10,376.10,372.10,372.50,372.50,380.90,11,61,22833.00,,INE524B01027,03-Aug-18,,
513117,AMFORGE IND.,X ,Q,2.80,2.80,2.80,2.80,2.80,2.82,1,33,92.00,,INE991A01020,03-Aug-18,,
513121,ORICON ENT  ,B ,Q,40.60,41.35,40.50,41.10,41.10,40.10,180,15995,655768.00,,INE730A01022,03-Aug-18,,
513142,BALASORE    ,X ,Q,43.25,45.75,43.25,45.25,45.25,43.25,652,152699,6833391.00,,INE135A01024,03-Aug-18,,
513151,STI INDIA LT,B ,Q,12.96,15.00,12.96,14.00,14.00,14.40,11,3119,41041.00,,INE090C01019,03-Aug-18,,
513179,NAT STL AGRO,B ,Q,13.10,13.23,13.00,13.23,13.23,12.60,64,28409,374239.00,,INE088B01015,03-Aug-18,,
513216,UTTAM GALVA ,B ,Q,11.00,11.50,10.99,11.34,11.34,10.99,5122,1023412,11487111.00,,INE699A01011,03-Aug-18,,
513228,PENNAR STEEL,B ,Q,48.60,48.60,48.00,48.05,48.00,47.90,161,23727,1146026.00,,INE932A01024,03-Aug-18,,
513250,JYOTI STRUCT,Z ,Q,2.43,2.43,2.41,2.41,2.41,2.53,68,84431,203558.00,,INE197A01024,03-Aug-18,,
513252,JAY USHIN   ,XT,Q,532.05,579.35,532.05,555.00,555.00,560.00,14,185,104657.00,,INE289D01015,03-Aug-18,,
513262,ST.STR.WHEEL,B ,Q,1219.95,1220.00,1190.00,1199.70,1200.00,1199.95,165,1337,1620543.00,,INE802C01017,03-Aug-18,,
513269,MAN IND.(I) ,B ,Q,122.00,124.55,121.00,121.70,121.00,118.55,923,112959,13919847.00,,INE993A01026,03-Aug-18,,
513295,RUCHI STR AL,XT,Q,1.77,1.77,1.77,1.77,1.77,1.86,2,11,19.00,,INE611C01012,03-Aug-18,,
513307,SYNTHIKO FOI,XT,Q,34.00,34.00,34.00,34.00,34.00,34.00,2,20,680.00,,INE363L01029,03-Aug-18,,
513309,GOLKONDA    ,Z ,Q,2.71,2.85,2.71,2.85,2.85,2.85,5,3050,8685.00,,INE327C01023,03-Aug-18,,
513335,METALFORGE  ,T ,Q,15.95,15.95,15.95,15.95,15.95,16.75,24,8557,136484.00,,INE425A01011,03-Aug-18,,
513349,AJMERA      ,B ,Q,209.00,209.50,204.00,204.35,204.35,203.75,260,12539,2576301.00,,INE298G01027,03-Aug-18,,
513353,COCHIN MIN. ,XT,Q,169.15,172.00,165.80,167.50,167.50,169.15,11,315,52424.00,,INE105D01013,03-Aug-18,,
513361,ISW LTD     ,X ,Q,1.90,1.95,1.80,1.85,1.84,1.95,319,545030,1006482.00,,INE072A01029,03-Aug-18,,
513369,RAJKUMAR FRG,XT,Q,32.50,32.50,32.50,32.50,32.50,32.30,2,100,3250.00,,INE013J01016,03-Aug-18,,
513375,CARBORUNDUM ,A ,Q,372.90,401.45,372.55,379.05,379.05,369.80,2230,61472,23911232.00,,INE120A01034,03-Aug-18,,
513377,MINERAL&METL,A ,Q,34.20,34.65,33.80,33.90,33.90,33.85,774,200364,6835615.00,,INE123F01029,03-Aug-18,,
513414,SMPL        ,T ,Q,0.72,0.77,0.72,0.77,0.77,0.75,4,6700,5074.00,,INE215G01021,03-Aug-18,,
513434,TATA METALIK,B ,Q,642.60,649.40,625.50,638.25,638.25,639.50,317,8837,5675915.00,,INE056C01010,03-Aug-18,,
513436,SHAH ALLOYS ,B ,Q,26.15,26.35,25.50,26.35,26.35,25.10,14,2054,53627.00,,INE640C01011,03-Aug-18,,
513446,MONNETISPA  ,T ,Q,18.35,18.35,16.65,16.65,16.65,17.50,333,235155,4039702.00,,INE743C01013,03-Aug-18,,
513472,SIMPLEX CAST,X ,Q,123.50,135.00,113.50,131.15,134.00,118.00,29,5612,708275.00,,INE658D01011,03-Aug-18,,
513488,SH.STEEL WIR,XT,Q,11.96,11.96,11.96,11.96,11.96,12.58,1,200,2392.00,,INE387D01025,03-Aug-18,,
513498,SOUTH.MAGNES,P ,Q,8.75,8.75,8.75,8.75,8.75,9.20,4,900,7875.00,,INE308N01012,03-Aug-18,,
513509,KALYANI FORG,T ,Q,349.00,353.00,345.65,348.50,347.50,350.00,16,383,133613.00,,INE314G01014,03-Aug-18,,
513511,PANCH.STEEL ,X ,Q,37.70,39.00,36.10,39.00,39.00,35.75,65,9547,358538.00,,INE798F01010,03-Aug-18,,
513513,ADITYA ISPAT,X ,Q,7.25,7.90,7.25,7.25,7.25,7.56,5,500,3641.00,,INE570B01012,03-Aug-18,,
513515,S.R.INDUS.  ,X ,Q,12.48,12.48,12.48,12.48,12.48,12.24,3,800,9984.00,,INE329C01011,03-Aug-18,,
513517,STEELCAST   ,X ,Q,195.00,202.50,192.60,199.45,199.95,195.50,54,4841,962986.00,,INE124E01020,03-Aug-18,,
513519,PITTIENG    ,B ,Q,82.00,86.35,80.80,84.90,84.90,80.95,174,23025,1938564.00,,INE450D01021,03-Aug-18,,
513528,GLITTEK GRAN,X ,Q,2.25,2.25,2.25,2.25,2.25,2.15,1,10,22.00,,INE741B01027,03-Aug-18,,
513532,PRADEEP MET.,X ,Q,78.05,80.00,78.00,78.00,78.00,78.05,10,863,68670.00,,INE770A01010,03-Aug-18,,
513534,VARDHMAN IND,X ,Q,7.80,7.80,7.80,7.80,7.80,8.17,1,470,3666.00,,INE458E01014,03-Aug-18,,
513548,SHARDA ISPAT,XT,Q,89.00,89.00,89.00,89.00,89.00,85.80,1,1,89.00,,INE385M01012,03-Aug-18,,
513554,MAHA STEEL  ,B ,Q,83.20,88.00,82.15,86.45,86.45,85.10,54,5588,478257.00,,INE451L01014,03-Aug-18,,
513566,NOVA IRON&ST,XT,Q,7.16,7.51,7.16,7.51,7.51,7.16,11,2290,17132.00,,INE608C01026,03-Aug-18,,
513599,HIND.COPPER ,A ,Q,65.05,66.35,63.25,63.80,63.80,64.85,1705,382731,24780689.00,,INE531E01026,03-Aug-18,,
513605,SRIPIPES    ,B ,Q,229.00,234.00,226.60,232.50,230.15,228.30,515,30348,6990724.00,,INE943C01027,03-Aug-18,,
513642,AXEL POLYMER,XT,Q,16.50,16.90,15.60,15.80,15.80,16.10,7,809,13238.00,,INE197C01012,03-Aug-18,,
513683,NLCINDIA    ,A ,Q,78.45,79.65,78.20,78.80,79.00,78.15,170,19113,1509778.00,,INE589A01014,03-Aug-18,,
513687,SPECTRA IND.,X ,Q,16.00,16.40,15.10,15.40,16.35,16.90,12,2026,31457.00,,INE848B01012,03-Aug-18,,
513691,JMT AUTO LTD,T ,Q,4.22,4.22,4.00,4.03,4.22,4.02,46,37702,152949.00,,INE988E01036,03-Aug-18,,
513693,KIC METALIKS,X ,Q,258.25,258.25,258.25,258.25,258.25,253.20,19,2052,529929.00,,INE434C01019,03-Aug-18,,
513703,KUMAR WIRE  ,XT,Q,45.00,45.00,45.00,45.00,45.00,46.90,1,1,45.00,,INE840A01011,03-Aug-18,,
513709,SHILP GRAVUR,X ,Q,117.00,118.00,115.10,116.00,116.00,115.75,27,1018,118310.00,,INE960A01017,03-Aug-18,,
513713,WHITEORG    ,X ,Q,74.75,75.45,72.35,73.00,73.00,71.90,86,12811,956113.00,,INE146C01019,03-Aug-18,,
513729,ARO GRANITE ,B ,Q,58.95,61.90,57.60,57.65,57.60,58.00,37,4421,260589.00,,INE210C01013,03-Aug-18,,
514010,HIM.FIBRES  ,X ,Q,3.35,3.69,3.33,3.37,3.37,3.50,10,6721,22740.00,,INE723D01021,03-Aug-18,,
514030,DEEPAK SPINN,X ,Q,72.00,73.00,72.00,73.00,73.00,72.40,11,1180,85526.00,,INE272C01013,03-Aug-18,,
514034,JBF IND.LTD ,T ,Q,24.85,27.45,24.85,27.45,27.45,26.15,454,1225319,30526054.00,,INE187A01017,03-Aug-18,,
514036,LOY.TEX MILL,X ,Q,528.00,528.00,510.00,525.00,525.00,530.00,12,127,65167.00,,INE970D01010,03-Aug-18,,
514043,HIMAT.SEIDE ,B ,Q,288.70,300.45,288.70,295.30,296.05,280.30,173,4243,1252619.00,,INE049A01027,03-Aug-18,,
514045,BSL LTD.    ,B ,Q,68.50,69.65,65.05,66.95,66.95,67.00,114,11277,760635.00,,INE594B01012,03-Aug-18,,
514087,PBM POLYTEX ,X ,Q,92.30,92.30,88.50,88.70,88.50,90.15,12,223,19973.00,,INE501F01018,03-Aug-18,,
514118,ESKAY K'N'IT,XT,Q,0.31,0.31,0.31,0.31,0.31,0.30,1,1000,310.00,,INE220A01032,03-Aug-18,,
514138,SURYALATA SP,X ,Q,129.00,136.50,128.00,136.50,136.50,130.00,16,1256,165946.00,,INE132C01027,03-Aug-18,,
514140,SURYAVA SPIN,XT,Q,4.23,4.23,4.23,4.23,4.23,4.44,1,37,156.00,,INE431C01023,03-Aug-18,,
514142,TT LTD.     ,B ,Q,83.40,84.80,83.40,83.95,83.80,82.75,8,604,50822.00,,INE592B01016,03-Aug-18,,
514144,UNIWORTH LTD,XT,Q,0.41,0.41,0.39,0.39,0.39,0.41,2,600,240.00,,INE207A01013,03-Aug-18,,
514162,WELSPUN (I) ,A ,Q,58.20,61.80,58.05,60.10,60.10,57.90,1606,289913,17380293.00,,INE192B01031,03-Aug-18,,
514165,IND.ACRYLICS,X ,Q,15.00,15.75,14.91,15.23,15.23,14.90,120,52315,797063.00,,INE862B01013,03-Aug-18,,
514167,GANESH ECOSP,B ,Q,321.00,325.15,317.30,322.35,318.40,315.65,54,1070,344271.00,,INE845D01014,03-Aug-18,,
514175,VARDHMAN POL,B ,Q,14.71,15.08,14.35,14.52,14.40,14.68,21,2623,37945.00,,INE835A01011,03-Aug-18,,
514183,BLA ROS IND ,X ,Q,46.70,46.70,43.20,43.75,43.75,43.95,51,5707,251198.00,,INE761G01016,03-Aug-18,,
514211,SUMEET INDUS,T ,Q,12.50,13.00,11.85,13.00,13.00,12.40,85,53463,688143.00,,INE235C01010,03-Aug-18,,
514215,BINNY LTD.  ,X ,Q,192.90,192.90,185.00,185.20,185.00,192.90,22,922,172733.00,,INE118K01011,03-Aug-18,,
514221,KLIFESTYLE  ,XT,Q,0.19,0.20,0.19,0.19,0.19,0.19,7,411,81.00,,INE218A01028,03-Aug-18,,
514234,SANGAM INDIA,B ,Q,83.30,84.50,82.65,83.40,83.55,83.20,94,4129,344348.00,,INE495C01010,03-Aug-18,,
514240,KUSHIND     ,XT,Q,1.03,1.03,1.03,1.03,1.03,0.99,1,1,1.00,,INE979D01011,03-Aug-18,,
514248,SREECHEM RES,P ,Q,8.36,8.36,8.36,8.36,8.36,8.80,4,500,4180.00,,INE377C01010,03-Aug-18,,
514264,SEASONS TEXT,X ,Q,11.78,12.20,11.78,12.20,12.20,12.39,9,505,5995.00,,INE707B01010,03-Aug-18,,
514266,ZENITH FIBRE,X ,Q,75.00,76.00,75.00,76.00,76.00,78.80,2,41,3115.00,,INE106C01013,03-Aug-18,,
514274,AARVEE DENIM,B ,Q,33.75,33.75,33.75,33.75,33.75,33.55,1,50,1687.00,,INE273D01019,03-Aug-18,,
514286,ASHIMA LTD. ,B ,Q,22.50,23.50,22.30,22.50,22.50,22.10,154,44696,1022600.00,,INE440A01010,03-Aug-18,,
514300,PIONEER EMB ,B ,Q,26.80,28.85,26.55,28.35,28.35,26.10,331,15208,427004.00,,INE156C01018,03-Aug-18,,
514302,VIPPY SPIN. ,X ,Q,42.90,42.90,42.90,42.90,42.90,42.45,4,382,16387.00,,INE660D01017,03-Aug-18,,
514316,RAGHUVIR SYN,XT,Q,252.00,255.00,252.00,252.00,252.00,259.00,4,500,126135.00,,INE969C01014,03-Aug-18,,
514322,KAMADGIRI   ,X ,Q,106.30,111.00,106.30,107.55,107.55,105.80,6,303,33609.00,,INE535C01013,03-Aug-18,,
514326,PATSPIN INDI,B ,Q,14.73,14.74,14.08,14.35,14.35,14.00,18,2432,35108.00,,INE790C01014,03-Aug-18,,
514330,OVERSEAS SYN,XT,Q,7.31,7.31,7.31,7.31,7.31,7.69,1,10000,73100.00,,INE670O01013,03-Aug-18,,
514348,WINSOME YRN ,T ,Q,1.57,1.57,1.57,1.57,1.57,1.57,2,45,70.00,,INE784B01035,03-Aug-18,,
514354,PREMIER POLY,B ,Q,30.80,32.50,28.45,28.60,28.80,30.80,8,2400,69678.00,,INE309M01012,03-Aug-18,,
514366,CITIZEN YARN,XT,Q,0.37,0.37,0.37,0.37,0.37,0.38,4,65,24.00,,INE940P01025,03-Aug-18,,
514394,AJIL        ,XT,Q,256.10,260.35,256.10,260.35,260.35,255.25,60,5799,1508965.00,,INE022N01019,03-Aug-18,,
514412,SARUPINDUS  ,X ,Q,52.00,56.75,52.00,54.15,54.15,52.75,14,132,7233.00,,INE305D01019,03-Aug-18,,
514418,MANORG      ,X ,Q,248.00,251.00,231.60,240.35,240.35,236.05,226,22659,5510751.00,,INE370D01013,03-Aug-18,,
514428,HINDU.ADHESI,X ,Q,88.50,90.00,85.10,85.10,85.10,85.00,8,693,60455.00,,INE074C01013,03-Aug-18,,
514448,JYOTI RESINS,XT,Q,82.50,84.95,80.05,84.75,84.75,84.00,19,1383,113505.00,,INE577D01013,03-Aug-18,,
514450,MAHA.RUBTECH,X ,Q,48.00,49.50,47.80,49.00,49.00,45.45,22,2522,122443.00,,INE112D01035,03-Aug-18,,
514454,SOUTH.LATEX ,XT,Q,10.45,10.45,10.45,10.45,10.45,11.00,1,1,10.00,,INE410M01018,03-Aug-18,,
514470,WIMSOME TEXT,B ,Q,38.00,38.00,35.65,35.65,35.65,35.00,10,6151,232685.00,,INE837B01031,03-Aug-18,,
514474,FAIRDEAL FIL,X ,Q,87.25,87.25,82.00,82.20,82.20,81.35,20,605,49998.00,,INE719D01011,03-Aug-18,,
515030,ASAHI IN.GLA,B ,Q,338.75,344.00,337.55,342.00,344.00,332.80,42,1075,366554.00,,INE439A01020,03-Aug-18,,
515037,MURD.CERAM  ,B ,Q,36.20,37.00,35.80,36.80,36.90,35.65,88,12003,437060.00,,INE692B01014,03-Aug-18,,
515043,SAINT-GOBAIN,X ,Q,66.60,67.45,65.55,66.85,66.85,65.95,573,98083,6545792.00,,INE068B01017,03-Aug-18,,
515055,ANANTRAJ    ,B ,Q,43.80,43.80,42.45,42.65,42.55,43.10,345,59500,2544842.00,,INE242C01024,03-Aug-18,,
515059,MADHUS.IND. ,X ,Q,15.70,15.70,15.70,15.70,15.70,14.96,1,200,3140.00,,INE469C01023,03-Aug-18,,
515085,RESTILE CER.,X ,Q,4.60,5.17,4.60,5.16,5.17,5.17,15,1564,8049.00,,INE298E01022,03-Aug-18,,
515093,MADHAV MARB.,B ,Q,55.90,58.55,55.00,56.00,56.00,55.20,137,9681,546166.00,,INE925C01016,03-Aug-18,,
515145,HIND.NAT.GLS,B ,Q,84.95,84.95,81.75,81.90,81.90,83.10,10,351,29294.00,,INE952A01022,03-Aug-18,,
515147,HALDYN GLASS,X ,Q,34.35,36.20,34.35,35.20,35.20,34.90,313,46218,1659453.00,,INE506D01020,03-Aug-18,,
516003,SARDA PLY.  ,X ,Q,95.20,98.00,95.20,96.55,96.55,95.20,15,1390,135749.00,,INE932D01010,03-Aug-18,,
516007,MANGALAM TIM,B ,Q,23.30,24.50,23.00,23.55,23.95,22.50,124,13702,324764.00,,INE805B01012,03-Aug-18,,
516016,SHREYANS IND,B ,Q,163.80,165.00,159.30,162.85,162.90,157.90,87,4270,696879.00,,INE231C01019,03-Aug-18,,
516022,STAR PAPER  ,B ,Q,208.00,217.00,207.80,212.70,214.00,206.65,1061,29119,6200458.00,,INE733A01018,03-Aug-18,,
516030,YASH PAPERS ,X ,Q,73.65,73.90,72.25,73.60,73.60,71.50,279,63314,4633708.00,,INE551D01018,03-Aug-18,,
516032,SARDA PAPERS,XT,Q,6.32,6.32,6.32,6.32,6.32,6.65,1,390,2464.00,,INE385D01011,03-Aug-18,,
516064,ARROWGREEN  ,B ,Q,212.50,219.95,201.90,201.90,201.90,212.50,229,14354,2949105.00,,INE570D01018,03-Aug-18,,
516072,VISHNU CHEM ,B ,Q,270.00,284.65,267.00,274.20,272.00,268.05,107,1938,536404.00,,INE270I01014,03-Aug-18,,
516078,JUMBO BAG   ,Z ,Q,14.00,14.00,13.55,13.55,13.55,13.73,3,501,6790.00,,INE699D01015,03-Aug-18,,
516082,N.R.AGARWAL ,B ,Q,450.10,456.55,445.55,448.20,448.20,446.70,115,2216,999122.00,,INE740D01017,03-Aug-18,,
516092,3PLAND      ,T ,Q,14.00,14.25,14.00,14.25,14.25,13.69,2,910,12742.00,,INE105C01023,03-Aug-18,,
516096,SANGAL PAPER,XT,Q,134.00,147.90,134.00,141.15,141.15,140.95,46,7753,1046660.00,,INE384D01022,03-Aug-18,,
516106,SH.KARTHIK P,X ,Q,17.25,17.85,16.20,17.26,17.25,16.57,127,47788,819624.00,,INE538D01015,03-Aug-18,,
516108,S.I.PAPER   ,XT,Q,112.00,112.45,110.00,110.00,110.00,108.25,26,4683,517176.00,,INE088G01014,03-Aug-18,,
517015,VINDHYA TELE,B ,Q,1065.00,1114.50,1060.90,1094.00,1091.00,1052.40,195,1863,2033155.00,,INE707A01012,03-Aug-18,,
517035,RUTTONSHA IN,X ,Q,45.50,45.50,44.00,44.00,44.00,42.60,2,6,268.00,,INE302D01016,03-Aug-18,,
517041,ADORWELDING ,B ,Q,342.00,346.00,332.10,333.70,332.10,337.55,162,3083,1048543.00,,INE045A01017,03-Aug-18,,
517059,SALZER ELEC ,B ,Q,155.00,162.40,153.25,160.00,160.00,153.70,141,11721,1873974.00,,INE457F01013,03-Aug-18,,
517063,JETINFOTRAN ,X ,Q,48.75,50.95,48.75,50.05,50.05,51.00,7,461,23005.00,,INE919C01019,03-Aug-18,,
517080,HIGHGROUND  ,B ,Q,14.44,14.68,13.90,13.97,14.20,14.21,106,17639,252966.00,,INE361M01021,03-Aug-18,,
517119,PCS TECH    ,X ,Q,15.15,15.40,14.80,15.25,15.30,16.35,18,1913,28955.00,,INE834B01012,03-Aug-18,,
517140,MOSER BEAR  ,Z ,Q,2.36,2.36,2.36,2.36,2.36,2.25,40,49561,116963.00,,INE739A01015,03-Aug-18,,
517146,USHA MART.LT,B ,Q,26.45,26.75,25.95,26.00,26.00,26.35,189,73723,1934820.00,,INE228A01035,03-Aug-18,,
517166,SPEL SEMICON,X ,Q,9.70,9.70,9.03,9.47,9.54,9.11,26,2397,22295.00,,INE252A01019,03-Aug-18,,
517168,SUBROS LTD. ,B ,Q,324.35,334.00,323.75,331.45,331.45,321.50,152,2231,735941.00,,INE287B01021,03-Aug-18,,
517174,HONEYWELL   ,B ,Q,20015.00,20950.00,19970.00,20750.45,20750.45,19800.00,167,292,5978580.00,,INE671A01010,03-Aug-18,,
517201,SWITCH.TECH.,XT,Q,49.10,49.10,49.10,49.10,49.10,46.80,5,333,16350.00,,INE311D01017,03-Aug-18,,
517206,LUMAX IND   ,B ,Q,2020.25,2125.00,2001.00,2122.30,2125.00,2010.90,53,284,588159.00,,INE162B01018,03-Aug-18,,
517214,SPICEMOBI   ,B ,Q,12.90,13.60,12.23,12.64,12.99,12.91,25,6571,84835.00,,INE927C01020,03-Aug-18,,
517224,SUJANA INDUS,T ,Q,0.46,0.46,0.46,0.46,0.46,0.46,1,10000,4600.00,,INE216G01011,03-Aug-18,,
517236,CALCOM VISIO,X ,Q,13.30,13.30,12.16,12.23,12.16,12.80,40,10501,130277.00,,INE216C01010,03-Aug-18,,
517238,DYNAVISION  ,XT,Q,50.95,50.95,50.95,50.95,50.95,51.00,1,100,5095.00,,INE083E01010,03-Aug-18,,
517258,PRECISION EL,XT,Q,29.40,29.40,29.40,29.40,29.40,30.90,4,216,6350.00,,INE143C01024,03-Aug-18,,
517271,HBL P SYS   ,B ,Q,35.45,37.65,35.45,37.20,37.20,35.20,569,108633,3981499.00,,INE292B01021,03-Aug-18,,
517300,GUJ.IND.POW.,B ,Q,93.15,95.75,93.05,95.20,95.20,93.85,75,12555,1193366.00,,INE162A01010,03-Aug-18,,
517330,CMI LTD.    ,B ,Q,221.80,224.30,219.00,220.20,220.20,217.75,74,1702,376381.00,,INE981B01011,03-Aug-18,,
517334,MOTHERSON SS,A ,Q,305.65,310.65,305.00,308.20,308.20,304.25,1488,107633,33174390.00,,INE775A01035,03-Aug-18,,
517344,MINDTECK (I),B ,Q,49.70,49.70,47.00,48.10,48.10,48.40,24,760,36974.00,,INE110B01017,03-Aug-18,,
517354,HAVELLSINDIA,A ,Q,636.40,644.95,634.95,641.85,642.70,636.15,868,36083,23082472.00,,INE176B01034,03-Aug-18,,
517356,ACI INFOCOM ,XT,Q,1.09,1.09,1.09,1.09,1.09,1.11,6,49411,53857.00,,INE167B01025,03-Aug-18,,
517370,INCAP LTD.  ,XT,Q,50.40,53.00,50.00,50.00,50.00,52.35,8,408,20413.00,,INE437C01012,03-Aug-18,,
517372,GUJ.INTRUX  ,X ,Q,131.70,133.70,128.20,129.90,129.90,128.75,31,2436,317297.00,,INE877E01015,03-Aug-18,,
517380,IGARSHI MOT ,B ,Q,776.00,777.40,771.50,772.60,771.55,775.55,8,59,45590.00,,INE188B01013,03-Aug-18,,
517385,SYMPHONY    ,A ,Q,1102.60,1118.80,1081.15,1113.75,1113.75,1098.10,501,5869,6521414.00,,INE225D01027,03-Aug-18,,
517415,LEE&NEE SOFT,XT,Q,2.00,2.00,2.00,2.00,2.00,2.07,1,1000,2000.00,,INE791B01014,03-Aug-18,,
517417,PATEL AIRTEM,X ,Q,139.95,145.00,138.10,144.95,145.00,138.95,83,15470,2216306.00,,INE082C01024,03-Aug-18,,
517421,BFLYGANDHI  ,T ,Q,374.95,375.95,369.00,375.95,375.95,358.05,20,603,225796.00,,INE295F01017,03-Aug-18,,
517429,ATHENAGLO   ,XT,Q,20.00,20.00,20.00,20.00,20.00,20.15,2,265,5300.00,,INE576B01019,03-Aug-18,,
517437,DUTRON POLY.,XT,Q,121.00,122.30,121.00,122.30,122.30,116.50,8,2042,249735.00,,INE940C01015,03-Aug-18,,
517447,R.S.SOFTWARE,B ,Q,43.05,44.80,43.00,43.80,43.65,43.75,125,12144,534024.00,,INE165B01029,03-Aug-18,,
517449,MAGNA ELECTR,X ,Q,159.85,159.85,155.00,157.95,157.90,159.80,11,690,107850.00,,INE437D01010,03-Aug-18,,
517463,LINAKS MICRO,XT,Q,0.54,0.54,0.54,0.54,0.54,0.54,1,1,0.00,,INE028C01027,03-Aug-18,,
517467,MARSONS     ,XT,Q,2.01,2.20,2.01,2.10,2.10,2.11,47,31771,64289.00,,INE415B01036,03-Aug-18,,
517477,ELNET TECH. ,X ,Q,122.00,128.00,122.00,126.60,127.90,123.00,8,59,7453.00,,INE033C01019,03-Aug-18,,
517481,APTL        ,X ,Q,3.05,3.05,3.05,3.05,3.05,2.99,1,915,2790.00,,INE421N01021,03-Aug-18,,
517494,ACCEL TRANS ,XT,Q,3.81,3.81,3.81,3.81,3.81,3.63,1,100,381.00,,INE258C01038,03-Aug-18,,
517498,WEBELSOLAR  ,B ,Q,49.20,49.20,45.15,48.65,48.65,46.90,956,198261,9670476.00,,INE855C01015,03-Aug-18,,
517500,ROTO PUMPS  ,X ,Q,84.00,88.50,84.00,88.25,88.00,84.65,157,12663,1107961.00,,INE535D01029,03-Aug-18,,
517506,TTK PRESTIGE,A ,Q,6214.80,6400.00,6190.05,6372.00,6372.00,6140.00,106,432,2724202.00,,INE690A01010,03-Aug-18,,
517514,DHINDIA     ,XT,Q,14.70,14.70,14.70,14.70,14.70,14.00,1,100,1470.00,,INE589D01018,03-Aug-18,,
517518,LEEL        ,B ,Q,100.00,100.80,97.60,99.45,99.30,99.35,202,11252,1118754.00,,INE245C01019,03-Aug-18,,
517522,RAJ GLO WIR ,X ,Q,820.00,840.00,817.10,833.70,833.70,822.80,185,9857,8183045.00,,INE451D01011,03-Aug-18,,
517530,SURANATP    ,B ,Q,5.10,5.35,5.10,5.25,5.34,5.10,8,2333,12015.00,,INE130B01031,03-Aug-18,,
517536,ONWARD TECHN,B ,Q,72.65,76.00,72.65,75.70,75.80,72.60,44,2665,200464.00,,INE229A01017,03-Aug-18,,
517544,CENTUM ELEC ,B ,Q,403.00,411.90,395.60,403.35,395.60,404.80,15,206,83147.00,,INE320B01020,03-Aug-18,,
517546,ALFA TRANSFO,X ,Q,36.45,36.45,33.35,34.55,33.35,34.90,7,340,12299.00,,INE209C01015,03-Aug-18,,
517548,STARLITE COM,X ,Q,31.50,31.50,29.55,30.90,31.00,30.90,22,1735,53075.00,,INE035C01022,03-Aug-18,,
517552,ADVANCED MIC,Z ,Q,7.15,7.15,7.15,7.15,7.15,7.15,12,289,2066.00,,INE903C01013,03-Aug-18,,
517554,NHCFOODS    ,X ,Q,11.00,11.00,10.00,10.00,10.00,10.09,35,5456,54773.00,,INE141C01028,03-Aug-18,,
517556,PVP VENT LTD,B ,Q,4.10,4.44,4.10,4.30,4.22,4.10,112,77815,333652.00,,INE362A01016,03-Aug-18,,
517562,TRIGYN TECH ,B ,Q,125.10,125.95,124.00,124.25,124.75,123.50,114,9259,1152347.00,,INE948A01012,03-Aug-18,,
