SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
530127,NPR FINANCE ,X ,Q,24.50,25.50,23.70,23.70,23.70,24.90,7,1113,27181.00,,INE446D01011,03-Aug-18,,
530129,NILE LTD.   ,X ,Q,500.30,555.00,500.30,545.80,545.80,510.90,307,4361,2363969.00,,INE445D01013,03-Aug-18,,
530131,UDAIPUR CEME,X ,Q,18.05,18.60,18.05,18.30,18.50,18.10,195,44635,817792.00,,INE225C01029,03-Aug-18,,
530133,AMCO INDIA L,X ,Q,30.95,30.95,30.90,30.90,30.90,29.00,6,32,989.00,,INE924B01011,03-Aug-18,,
530135,OPTIEMUS    ,T ,Q,276.85,277.00,265.55,265.55,265.55,279.50,132,2049,555956.00,,INE350C01017,03-Aug-18,,
530145,KISAN MOULD.,X ,Q,136.00,136.00,131.00,133.00,133.00,133.55,253,19266,2577709.00,,INE017C01012,03-Aug-18,,
530149,KSL & IND.  ,XT,Q,4.20,4.20,4.20,4.20,4.20,4.00,3,83,348.00,,INE219A01026,03-Aug-18,,
530151,VIJAY TEXTIL,X ,Q,51.00,52.60,50.05,51.00,51.00,49.45,24,2646,135946.00,,INE256G01033,03-Aug-18,,
530163,KERALA AYUR ,X ,Q,80.70,81.00,78.15,80.20,80.00,80.25,41,7055,564227.00,,INE817B01025,03-Aug-18,,
530169,MOHIT PAPER ,XT,Q,13.89,13.89,13.20,13.66,13.66,13.23,29,20550,279942.00,,INE388C01017,03-Aug-18,,
530173,OSCAR GLOBAL,XT,Q,7.84,7.84,7.84,7.84,7.84,7.69,9,3244,25432.00,,INE473F01010,03-Aug-18,,
530175,ODYSSEY TECH,X ,Q,29.30,30.60,28.25,28.95,29.65,31.85,124,15734,459588.00,,INE213B01019,03-Aug-18,,
530177,SPS INTL.   ,X ,Q,4.83,4.83,4.83,4.83,4.83,4.60,2,200,966.00,,INE758B01013,03-Aug-18,,
530185,SURAT TEXT. ,X ,Q,3.26,3.50,3.25,3.37,3.37,3.47,133,127733,428392.00,,INE936A01025,03-Aug-18,,
530191,CHROMATIC IN,B ,Q,1.15,1.25,1.15,1.22,1.22,1.20,28,59977,73181.00,,INE662C01015,03-Aug-18,,
530199,THEMIS MEDIC,B ,Q,380.95,380.95,341.00,356.00,356.00,349.50,25,240,85207.00,,INE083B01016,03-Aug-18,,
530201,KALLAM      ,X ,Q,28.90,29.20,27.60,27.70,27.80,27.95,105,21005,587475.00,,INE629F01025,03-Aug-18,,
530215,KINGSINFRA  ,X ,Q,24.00,24.00,24.00,24.00,24.00,24.00,5,601,14424.00,,INE050N01010,03-Aug-18,,
530219,NUTRICIRCLE ,XT,Q,60.00,60.00,60.00,60.00,60.00,60.00,1,26,1560.00,,INE536C01029,03-Aug-18,,
530233,AURO LAB.   ,X ,Q,76.00,77.00,71.20,76.10,77.00,72.55,14,1351,101055.00,,INE292C01011,03-Aug-18,,
530235,KJMC FIN.   ,X ,Q,33.50,33.50,33.50,33.50,33.50,33.50,4,3001,100533.00,,INE533C01018,03-Aug-18,,
530239,SUVEN LIFE S,B ,Q,222.65,225.00,222.30,222.80,223.10,222.45,464,47948,10730823.00,,INE495B01038,03-Aug-18,,
530245,ARYAMAN FIN.,X ,Q,50.00,50.00,49.90,49.90,49.90,52.50,3,100,4991.00,,INE032E01017,03-Aug-18,,
530251,RISA INTL   ,X ,Q,0.73,0.73,0.73,0.73,0.73,0.70,13,14296,10436.00,,INE001O01029,03-Aug-18,,
530259,INTER ST.OIL,X ,Q,15.60,15.64,15.60,15.61,15.64,14.90,2,350,5462.00,,INE003B01014,03-Aug-18,,
530263,GLOBAL CAP. ,X ,Q,2.09,2.29,2.09,2.29,2.29,2.19,13,2688,5830.00,,INE062C01034,03-Aug-18,,
530299,KOTHARI PROD,B ,Q,115.95,117.90,114.00,115.00,115.00,113.80,118,3134,363351.00,,INE823A01017,03-Aug-18,,
530305,PICCADILY AG,X ,Q,9.20,9.80,9.06,9.12,9.06,9.00,38,15546,144141.00,,INE546C01010,03-Aug-18,,
530307,CHAMANLAL SE,X ,Q,116.60,116.60,111.00,112.15,112.15,112.20,191,9399,1060315.00,,INE419D01026,03-Aug-18,,
530309,CHANDRA PRAB,XT,Q,18.05,18.95,18.05,18.95,18.95,18.05,17,5343,97367.00,,INE368D01017,03-Aug-18,,
530315,HIND.TIN WRK,X ,Q,76.80,78.10,74.15,77.55,77.55,76.80,114,11174,860535.00,,INE428D01019,03-Aug-18,,
530317,GODAVARI DRU,X ,Q,25.25,26.00,24.10,25.60,25.75,24.45,24,2177,55849.00,,INE362C01012,03-Aug-18,,
530331,PREMCO GLOB.,X ,Q,246.00,260.00,241.00,248.45,260.00,248.35,12,287,71019.00,,INE001E01012,03-Aug-18,,
530333,EMGEE CABLES,P ,Q,4.75,4.75,4.75,4.75,4.75,4.69,1,400,1900.00,,INE128F01010,03-Aug-18,,
530341,MUKESH BABU ,X ,Q,89.00,89.00,82.00,82.00,82.00,85.40,12,564,49810.00,,INE596B01017,03-Aug-18,,
530343,GENUS POWER ,B ,Q,43.70,45.40,41.80,42.45,42.45,43.50,682,103152,4503589.00,,INE955D01029,03-Aug-18,,
530355,ASIAN OILFIE,X ,Q,97.40,97.40,95.00,96.95,95.65,95.15,80,12164,1176526.00,,INE276G01015,03-Aug-18,,
530363,UGAR SUGAR  ,B ,Q,12.50,14.30,12.50,13.93,14.09,12.45,141,29663,397840.00,,INE071E01023,03-Aug-18,,
530365,ORIENTBELL  ,B ,Q,250.50,254.70,249.00,253.85,250.55,249.15,114,7919,1995377.00,,INE607D01018,03-Aug-18,,
530367,NRB BEARINGS,B ,Q,176.45,182.90,175.00,181.05,181.05,174.95,513,30689,5533150.00,,INE349A01021,03-Aug-18,,
530369,VAMSHI RUBB.,X ,Q,42.70,42.70,42.70,42.70,42.70,43.55,2,100,4270.00,,INE380C01014,03-Aug-18,,
530377,NILA INFRA. ,B ,Q,13.50,14.10,13.40,13.48,13.48,13.36,294,141058,1928435.00,,INE937C01029,03-Aug-18,,
530381,PETRON ENGG.,T ,Q,45.60,45.60,45.60,45.60,45.60,43.45,6,145,6612.00,,INE742A01019,03-Aug-18,,
530401,VINYOFLEX LT,XT,Q,30.40,30.40,30.40,30.40,30.40,31.95,2,400,12160.00,,INE526H01011,03-Aug-18,,
530405,JINDAL CAP. ,X ,Q,6.15,6.15,6.15,6.15,6.15,6.35,2,200,1230.00,,INE356F01017,03-Aug-18,,
530419,SUMEDHA FISC,X ,Q,29.85,30.70,29.00,30.25,30.00,29.85,22,13270,397300.00,,INE886B01012,03-Aug-18,,
530421,KUWER INDS. ,XT,Q,6.08,6.72,6.08,6.72,6.72,6.40,4,300,1888.00,,INE430F01010,03-Aug-18,,
530427,CHOKSI IMAG ,X ,Q,25.95,25.95,24.50,24.95,24.95,24.00,3,101,2498.00,,INE865B01016,03-Aug-18,,
530431,ADOR FONTECH,X ,Q,121.90,122.00,112.00,112.60,112.00,117.30,278,23768,2750728.00,,INE853A01022,03-Aug-18,,
530433,SHIVA FERT. ,X ,Q,44.70,47.00,44.70,46.15,46.15,45.80,33,5097,238220.00,,INE960E01019,03-Aug-18,,
530439,SIDDHA VEN  ,XT,Q,0.38,0.40,0.38,0.40,0.40,0.40,2,231,88.00,,INE140C01012,03-Aug-18,,
530459,VALSON INDUS,X ,Q,33.00,35.00,33.00,35.00,35.00,34.95,8,62,2101.00,,INE808A01018,03-Aug-18,,
530461,SABOO SODIUM,X ,Q,9.99,10.84,9.99,10.45,10.51,10.06,18,3804,39107.00,,INE440C01016,03-Aug-18,,
530475,TINNARUBR   ,X ,Q,49.05,61.55,49.05,59.90,61.40,58.20,16,699,40245.00,,INE015C01016,03-Aug-18,,
530477,VIKRAM THERM,X ,Q,84.00,87.65,84.00,85.75,84.10,84.50,6,435,37382.00,,INE337E01010,03-Aug-18,,
530499,A.K.CAPITAL ,X ,Q,390.00,408.90,390.00,405.00,405.00,389.80,24,466,186811.00,,INE701G01012,03-Aug-18,,
530517,RELAXO FOOT.,B ,Q,816.95,826.00,804.15,814.55,818.00,804.60,201,4095,3329663.00,,INE131B01039,03-Aug-18,,
530521,VIRAT INDUS.,X ,Q,123.00,123.75,119.20,121.45,121.50,121.30,18,1510,183638.00,,INE467D01017,03-Aug-18,,
530533,TERAI TEA CO,X ,Q,44.00,44.00,40.00,42.50,42.50,42.00,4,175,7092.00,,INE390D01011,03-Aug-18,,
530543,MARG LTD    ,XT,Q,19.75,19.75,19.05,19.55,19.70,19.15,28,4870,94994.00,,INE941E01019,03-Aug-18,,
530545,COSCO INDIA ,X ,Q,227.05,239.85,227.00,235.50,239.85,228.45,15,381,89546.00,,INE949B01018,03-Aug-18,,
530549,SHILPA MEDIC,B ,Q,410.50,415.80,401.10,408.05,408.05,407.95,308,12812,5253076.00,,INE790G01031,03-Aug-18,,
530555,PARAMOUNT CO,B ,Q,16.80,16.80,15.30,16.00,15.80,15.50,150,53054,848217.00,,INE074B01023,03-Aug-18,,
530557,NCL RESEARCH,XT,Q,0.72,0.72,0.72,0.72,0.72,0.72,9,3758,2705.00,,INE132F01020,03-Aug-18,,
530577,LADDERUP FIN,X ,Q,29.60,29.60,29.60,29.60,29.60,28.20,1,1,29.00,,INE519D01015,03-Aug-18,,
530579,GOLDEN GOEN ,X ,Q,5.53,5.53,5.38,5.53,5.53,5.53,7,54000,292140.00,,INE152C01025,03-Aug-18,,
530585,SWASTIK INV ,X ,Q,83.00,83.00,74.15,75.45,75.00,80.00,9,237,17961.00,,INE691C01014,03-Aug-18,,
530589,PRIMA PLASTI,X ,Q,133.00,142.00,126.55,138.50,137.65,132.05,130,14066,1947494.00,,INE573B01016,03-Aug-18,,
530605,GSL NOVA    ,X ,Q,0.44,0.44,0.44,0.44,0.44,0.42,1,1000,440.00,,INE787A01022,03-Aug-18,,
530609,CARNATION IN,X ,Q,22.75,22.75,20.35,21.00,21.00,20.10,15,4791,100707.00,,INE081B01010,03-Aug-18,,
530617,SAMPRE NUTRI,XT,Q,46.00,50.05,46.00,48.00,49.50,48.00,13,1105,53094.00,,INE375C01014,03-Aug-18,,
530621,AAIL        ,X ,Q,45.95,45.95,42.00,42.45,42.05,43.05,37,4584,197006.00,,INE864E01021,03-Aug-18,,
530627,VIPULORG    ,X ,Q,190.00,215.00,190.00,212.85,212.85,184.10,600,61408,12716423.00,,INE834D01018,03-Aug-18,,
530643,ECORECO     ,X ,Q,35.00,35.00,35.00,35.00,35.00,35.00,3,50,1750.00,,INE316A01038,03-Aug-18,,
530655,GOODLUCK    ,B ,Q,73.50,73.50,70.55,71.45,71.45,70.60,59,7067,508567.00,,INE127I01024,03-Aug-18,,
530665,ZENITH HEALT,XT,Q,1.39,1.39,1.39,1.39,1.39,1.41,16,6702,9315.00,,INE812B01026,03-Aug-18,,
530675,YORK EXPORTS,XT,Q,14.45,14.45,14.45,14.45,14.45,15.20,1,1,14.00,,INE057Q01018,03-Aug-18,,
530677,SUPREME HO  ,XT,Q,26.95,26.95,25.60,25.60,25.60,26.90,3,515,13518.00,,INE822E01011,03-Aug-18,,
530689,LYKISLTD    ,XT,Q,32.15,32.15,32.00,32.00,32.00,31.85,6,427,13711.00,,INE624M01014,03-Aug-18,,
530695,PRIME PROP  ,X ,Q,25.00,25.10,24.80,24.85,24.80,25.15,12,1061,26526.00,,INE233C01023,03-Aug-18,,
530697,ZENLABS     ,XT,Q,65.75,65.75,65.75,65.75,65.75,62.65,18,10518,691558.00,,INE546F01013,03-Aug-18,,
530699,RAJRAYON    ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,11,72807,13833.00,,INE533D01024,03-Aug-18,,
530711,JAGAN LAMPS ,XT,Q,10.90,10.90,10.90,10.90,10.90,10.48,1,1,10.00,,INE144C01014,03-Aug-18,,
530713,AJEL        ,Z ,Q,5.51,5.51,5.51,5.51,5.51,5.25,3,105,578.00,,INE229B01015,03-Aug-18,,
530715,ALPS INDS.  ,T ,Q,2.84,3.12,2.84,3.12,3.12,2.98,9,861,2659.00,,INE093B01015,03-Aug-18,,
530721,ANGIND      ,T ,Q,3.17,3.20,3.17,3.20,3.17,3.05,8,318,1014.00,,INE017D01010,03-Aug-18,,
530723,ASIT C FIN  ,X ,Q,54.00,54.00,54.00,54.00,54.00,55.50,1,80,4320.00,,INE041B01014,03-Aug-18,,
530741,OVOBEL FOODS,P ,Q,16.15,16.70,16.15,16.15,16.15,16.95,8,4500,72845.00,,INE812S01012,03-Aug-18,,
530759,STERL.TOOLS ,B ,Q,351.55,353.85,345.25,348.40,348.00,339.55,7,41,14229.00,,INE334A01023,03-Aug-18,,
530773,IVRCL LTD   ,T ,Q,1.47,1.52,1.41,1.51,1.49,1.45,99,206320,307876.00,,INE875A01025,03-Aug-18,,
530789,CEEJAY FINAN,X ,Q,100.60,121.50,100.60,117.20,117.20,103.20,32,1643,177313.00,,INE358C01010,03-Aug-18,,
530801,DIAMONDINFO ,XT,Q,0.70,0.73,0.70,0.73,0.73,0.73,9,2101,1503.00,,INE280D01022,03-Aug-18,,
530803,BHAGIL      ,B ,Q,315.95,315.95,305.90,308.35,307.00,313.25,140,5392,1666669.00,,INE354C01027,03-Aug-18,,
530809,BNR UDYOG   ,X ,Q,24.50,24.50,22.80,23.85,23.85,22.85,6,228,5210.00,,INE355C01016,03-Aug-18,,
530813,KRBL LTD.   ,B ,Q,338.95,348.80,338.95,346.60,346.60,338.65,432,10598,3667069.00,,INE001B01026,03-Aug-18,,
530815,REFNOL RESIN,X ,Q,23.90,23.90,23.90,23.90,23.90,23.00,2,200,4780.00,,INE428C01011,03-Aug-18,,
530821,SSPDL LTD   ,X ,Q,50.30,50.30,48.05,48.15,48.15,49.20,12,737,35643.00,,INE838C01011,03-Aug-18,,
530825,DAIKAFFIL CH,X ,Q,71.90,72.00,69.50,71.70,71.75,68.80,18,1981,142132.00,,INE789B01018,03-Aug-18,,
530829,CIL SECURITS,X ,Q,20.75,22.20,19.80,21.20,20.90,20.75,12,369,7538.00,,INE830A01012,03-Aug-18,,
530843,CUPID LTD   ,B ,Q,222.00,231.30,222.00,224.45,224.45,223.00,429,12862,2912896.00,,INE509F01011,03-Aug-18,,
530845,SUNSHIELD CH,X ,Q,268.00,270.00,262.00,263.40,263.40,268.90,32,1312,350023.00,,INE199E01014,03-Aug-18,,
530859,COSBOARD IND,X ,Q,28.00,28.10,25.55,27.30,27.30,25.80,190,57785,1553160.00,,INE496D01016,03-Aug-18,,
530871,CHEMBOND CHM,X ,Q,358.50,363.00,355.00,361.30,363.00,356.90,41,1461,523396.00,,INE995D01025,03-Aug-18,,
530879,CIFL        ,XT,Q,247.90,247.90,243.95,243.95,243.95,248.90,11,520,126909.00,,INE345H01016,03-Aug-18,,
530883,SUPER CROP. ,X ,Q,27.00,27.20,26.30,26.60,26.60,26.60,100,32671,873582.00,,INE366G01022,03-Aug-18,,
530889,ALKA INDIA  ,XT,Q,0.20,0.20,0.19,0.19,0.19,0.19,10,57525,11282.00,,INE061B01020,03-Aug-18,,
530897,N.G.IND.LTD.,X ,Q,75.50,75.50,75.50,75.50,75.50,74.50,2,100,7550.00,,INE825C01018,03-Aug-18,,
530915,J.R.FOODS   ,XT,Q,12.70,12.70,12.70,12.70,12.70,12.70,1,500,6350.00,,INE989E01018,03-Aug-18,,
530929,EURO ASIA   ,P ,Q,5.50,5.50,5.50,5.50,5.50,5.58,1,500,2750.00,,INE535P01015,03-Aug-18,,
530943,SRI ADHIKARI,B ,Q,6.85,6.87,6.85,6.87,6.87,6.55,63,73452,504572.00,,INE416A01036,03-Aug-18,,
530951,RAMINFO     ,X ,Q,45.50,47.00,45.00,46.15,46.50,45.70,45,5801,266051.00,,INE357B01022,03-Aug-18,,
530953,SUNIL AGRO F,X ,Q,44.20,50.00,44.20,49.90,49.90,47.20,5,220,9838.00,,INE224D01012,03-Aug-18,,
530959,DIANA TEA CO,X ,Q,17.70,17.70,16.85,17.30,17.30,16.70,14,3601,61843.00,,INE012E01035,03-Aug-18,,
530961,VIKASECO    ,B ,Q,20.35,21.30,20.35,20.80,20.80,20.20,423,169187,3520430.00,,INE806A01020,03-Aug-18,,
530965,INDIAN OIL  ,A ,Q,168.00,169.65,166.90,168.65,168.65,168.75,1261,143984,24284284.00,,INE242A01010,03-Aug-18,,
530973,ALFA ICA (I),XT,Q,43.00,43.00,43.00,43.00,43.00,43.00,1,10,430.00,,INE042C01010,03-Aug-18,,
530977,SKCIL       ,X ,Q,113.00,120.00,113.00,119.95,120.00,120.00,7,855,102542.00,,INE260E01014,03-Aug-18,,
530979,INDIA HOME  ,X ,Q,81.00,81.00,80.50,81.00,81.00,81.40,7,1498,121202.00,,INE274E01015,03-Aug-18,,
530991,ROOPA INDUS ,X ,Q,11.40,11.40,11.40,11.40,11.40,12.00,1,300,3420.00,,INE443C01010,03-Aug-18,,
530997,UNIQUE ORGAN,X ,Q,10.47,10.47,10.47,10.47,10.47,9.98,1,2000,20940.00,,INE333E01019,03-Aug-18,,
530999,BALAJI AMINE,B ,Q,581.10,584.90,569.75,571.45,570.00,570.00,163,2956,1706988.00,,INE050E01027,03-Aug-18,,
531025,VISAGAR FIN ,XT,Q,0.48,0.48,0.48,0.48,0.48,0.48,1,10,4.00,,INE309H01020,03-Aug-18,,
531041,COMPETENT AU,X ,Q,239.10,248.20,238.15,238.15,238.15,238.05,25,860,207003.00,,INE823B01015,03-Aug-18,,
531043,DHAN JEEVAN ,XT,Q,18.20,20.10,18.20,20.10,20.10,19.15,3,674,13167.00,,INE239F01015,03-Aug-18,,
531082,ALANKIT     ,B ,Q,24.80,24.80,24.05,24.30,24.30,24.15,175,455578,11173701.00,,INE914E01040,03-Aug-18,,
531083,NIHAR INFO  ,X ,Q,10.50,10.50,10.40,10.40,10.40,10.40,10,590,6144.00,,INE876E01033,03-Aug-18,,
531088,TULIP STAR H,XT,Q,55.60,55.60,55.60,55.60,55.60,53.00,1,1,55.00,,INE379C01016,03-Aug-18,,
531092,OM MET INFRA,B ,Q,37.25,38.40,37.25,37.60,37.60,36.35,145,14697,553342.00,,INE239D01028,03-Aug-18,,
531109,ISHAN DYES  ,X ,Q,38.70,39.75,38.65,38.80,38.95,39.65,20,2079,80914.00,,INE561M01018,03-Aug-18,,
531120,PATEL ENGG. ,B ,Q,45.25,46.50,44.85,44.95,44.95,44.70,297,33624,1537238.00,,INE244B01030,03-Aug-18,,
531129,INANI MARBLE,X ,Q,11.17,11.17,10.80,11.17,11.17,10.64,27,7337,80198.00,,INE635D01027,03-Aug-18,,
531146,MEDICAMEN BI,X ,Q,525.00,545.00,525.00,542.65,541.00,530.50,70,4595,2473708.00,,INE646B01010,03-Aug-18,,
531147,ALICON      ,B ,Q,610.00,610.00,601.00,601.00,601.00,597.95,11,365,221504.00,,INE062D01024,03-Aug-18,,
531153,DILIGENT    ,X ,Q,13.40,13.42,13.00,13.42,13.42,12.79,8,406,5434.00,,INE650C01028,03-Aug-18,,
531158,CATVISION   ,XT,Q,27.30,27.45,26.60,27.10,27.10,27.95,22,5827,156439.00,,INE660B01011,03-Aug-18,,
531161,ABM KNOWLEDG,X ,Q,86.90,87.30,86.90,87.30,87.30,90.00,5,240,20912.00,,INE850B01026,03-Aug-18,,
531162,EMAMI LTD.  ,A ,Q,571.45,576.00,561.10,566.05,566.05,566.45,648,11734,6671584.00,,INE548C01032,03-Aug-18,,
531169,SKP SECURE. ,X ,Q,60.00,64.50,59.00,63.00,63.00,61.00,17,115,6914.00,,INE709B01016,03-Aug-18,,
531172,PRANAV.SPIN ,X ,Q,12.90,13.56,12.90,13.56,13.56,13.57,9,1590,20898.00,,INE569D01028,03-Aug-18,,
531173,SYSCHEM (I) ,XT,Q,9.57,10.00,9.25,9.99,9.99,9.57,10,3140,30599.00,,INE121D01036,03-Aug-18,,
531175,BLS INFOTE  ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,5,0.00,,INE606B01022,03-Aug-18,,
531179,ARMAN FIN   ,B ,Q,381.00,394.95,380.45,381.55,390.00,394.00,6,32,12203.00,,INE109C01017,03-Aug-18,,
531196,GAGAN POLYCO,X ,Q,4.35,4.35,4.35,4.35,4.35,4.43,2,225,978.00,,INE297L01011,03-Aug-18,,
531198,DHANADACOL  ,XT,Q,7.35,7.35,7.35,7.35,7.35,7.00,12,1631,11987.00,,INE041F01015,03-Aug-18,,
531199,GLANCE FIN. ,X ,Q,43.05,43.05,43.00,43.00,43.00,45.00,2,400,17210.00,,INE580D01017,03-Aug-18,,
531201,SHILCHAR TEC,X ,Q,393.35,402.00,393.35,400.10,400.10,370.00,47,8667,3466699.00,,INE024F01011,03-Aug-18,,
531209,NUCLE.SOFT E,B ,Q,372.25,378.30,364.55,366.65,366.65,369.30,187,4365,1626932.00,,INE096B01018,03-Aug-18,,
531210,COLINZ LABOR,XT,Q,8.10,8.10,8.10,8.10,8.10,8.16,1,25,202.00,,INE923C01011,03-Aug-18,,
531213,MANAP FIN   ,A ,Q,110.40,113.00,109.50,112.30,112.30,109.30,2150,414973,46175656.00,,INE522D01027,03-Aug-18,,
531215,RTS POWER CO,X ,Q,28.50,31.00,28.50,30.70,31.00,29.55,34,10902,330609.00,,INE005C01017,03-Aug-18,,
531216,COMFORT INTE,X ,Q,1.15,1.24,1.13,1.16,1.19,1.14,54,78774,93596.00,,INE819A01023,03-Aug-18,,
531223,ANJANI SYNT.,X ,Q,21.45,24.80,21.30,23.60,23.60,22.30,55,6645,149959.00,,INE364D01032,03-Aug-18,,
531233,RASI ELECTRO,X ,Q,4.50,4.51,4.50,4.51,4.51,4.30,15,6445,29051.00,,INE822D01021,03-Aug-18,,
531234,VICTORY PAPR,X ,Q,33.70,35.35,32.05,34.20,32.15,33.70,21,2152,71803.00,,INE962E01015,03-Aug-18,,
531241,LINC PEN &PL,B ,Q,288.00,288.00,288.00,288.00,288.00,290.00,1,56,16128.00,,INE802B01019,03-Aug-18,,
531252,ANERI       ,X ,Q,3.42,3.42,3.42,3.42,3.42,3.59,3,690,2359.00,,INE720D01019,03-Aug-18,,
531266,VST TILLERS ,B ,Q,2083.00,2141.00,2083.00,2102.60,2098.25,2070.55,209,895,1884120.00,,INE764D01017,03-Aug-18,,
531273,RADHE DEVLOP,X ,Q,20.75,20.75,18.50,20.15,20.20,19.25,123,35644,710618.00,,INE986B01036,03-Aug-18,,
531278,ELIXIR      ,X ,Q,34.15,39.00,34.15,37.95,39.00,37.50,16,1326,50282.00,,INE785D01012,03-Aug-18,,
531283,CINDRELLA FI,XT,Q,2.94,2.94,2.94,2.94,2.94,2.94,1,400,1176.00,,INE897D01015,03-Aug-18,,
531287,NAT PLASTIC ,X ,Q,41.55,41.55,38.50,41.10,41.20,39.95,7,60,2481.00,,INE896D01017,03-Aug-18,,
531289,NATFIT      ,X ,Q,170.00,173.00,165.00,165.20,166.00,170.00,35,1699,286275.00,,INE643C01015,03-Aug-18,,
531300,AMIT INTNL. ,XT,Q,2.60,2.60,2.60,2.60,2.60,2.73,3,671,1744.00,,INE053D01015,03-Aug-18,,
531306,DHP INDIA LT,X ,Q,500.00,510.00,490.05,500.35,500.10,498.70,40,1643,827882.00,,INE590D01016,03-Aug-18,,
531307,SRK INDUS   ,X ,Q,1.01,1.01,1.01,1.01,1.01,1.03,5,2661,2687.00,,INE951M01037,03-Aug-18,,
531328,KRETTOSYS   ,X ,Q,8.15,8.31,8.15,8.31,8.31,8.15,128,6579,54310.00,,INE128R01015,03-Aug-18,,
531335,ZYDUS WELL  ,B ,Q,1438.00,1559.00,1385.45,1502.35,1502.35,1429.50,1254,12127,17905617.00,,INE768C01010,03-Aug-18,,
531339,JAIHIND PROJ,B ,Q,3.50,3.50,3.45,3.50,3.50,3.50,3,469,1628.00,,INE343D01010,03-Aug-18,,
531343,INDINFRA    ,X ,Q,5.00,5.00,5.00,5.00,5.00,5.00,1,303,1515.00,,INE954M01031,03-Aug-18,,
531344,CONTAIN.CORP,A ,Q,650.15,656.00,639.05,644.35,644.35,648.60,948,89329,58027652.00,,INE111A01025,03-Aug-18,,
531346,EASTERN TRED,X ,Q,61.60,69.00,61.60,65.05,65.05,64.95,7,163,10649.00,,INE500D01015,03-Aug-18,,
531349,PANACEA BIOT,B ,Q,228.20,234.45,228.20,228.95,228.95,229.35,550,17308,4010522.00,,INE922B01023,03-Aug-18,,
531358,CHOICE INT. ,X ,Q,115.65,117.00,114.70,116.40,116.00,114.25,45,5617,650225.00,,INE102B01014,03-Aug-18,,
531359,SHRIRAM ASSE,X ,Q,93.80,93.80,93.80,93.80,93.80,92.00,3,200,18760.00,,INE777G01012,03-Aug-18,,
531373,BYKE HOSP   ,B ,Q,120.90,120.90,119.45,120.15,120.30,119.10,138,10994,1318985.00,,INE319B01014,03-Aug-18,,
531381,ARIHANT FOUN,B ,Q,37.45,37.45,37.45,37.45,37.45,36.10,8,2036,76248.00,,INE413D01011,03-Aug-18,,
531390,UPSURGE INV.,X ,Q,31.45,34.85,31.45,32.40,31.45,34.90,14,2455,77806.00,,INE890B01014,03-Aug-18,,
531398,SOURCENTRL  ,X ,Q,66.30,66.30,66.30,66.30,66.30,66.30,5,109,7226.00,,INE679C01027,03-Aug-18,,
531400,ALMONDZ GLO ,B ,Q,28.00,29.00,28.00,28.65,28.65,29.45,14,3700,104848.00,,INE326B01027,03-Aug-18,,
531404,ZICOM ELECTR,B ,Q,12.30,13.00,12.10,12.94,12.94,12.21,100,24059,305964.00,,INE871B01014,03-Aug-18,,
531410,GUJ.FOILS   ,XT,Q,3.88,3.88,3.70,3.70,3.70,3.70,6,1000,3710.00,,INE587F01017,03-Aug-18,,
531411,TUNI TEXTILE,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,2,10005,4902.00,,INE560D01027,03-Aug-18,,
531417,MEGA CORPN. ,X ,Q,1.24,1.24,1.24,1.24,1.24,1.24,3,252,312.00,,INE804B01023,03-Aug-18,,
531426,TAMIL.NEWSPR,B ,Q,294.00,300.80,293.45,296.10,296.10,292.85,1045,27208,8087370.00,,INE107A01015,03-Aug-18,,
531431,SHAKTI PUMPS,B ,Q,483.00,492.00,470.95,476.00,474.90,498.50,831,20360,9822710.00,,INE908D01010,03-Aug-18,,
531437,PWASML      ,X ,Q,38.50,38.50,38.20,38.20,38.20,38.10,3,280,10700.00,,INE523I01016,03-Aug-18,,
531439,GOLDSTONE EN,B ,Q,16.22,16.22,16.22,16.22,16.22,15.45,17,6020,97644.00,,INE805A01014,03-Aug-18,,
531448,SAFAL SECURI,XT,Q,1.05,1.05,1.00,1.05,1.05,1.05,8,2338,2350.00,,INE101L01031,03-Aug-18,,
531449,GRM OVERSEAS,X ,Q,245.00,250.00,235.00,240.40,250.00,239.05,6,1164,280205.00,,INE192H01012,03-Aug-18,,
531453,MOHIT INDUS.,B ,Q,10.94,10.94,10.94,10.94,10.94,10.42,2,595,6509.00,,INE954E01012,03-Aug-18,,
531454,POLYLINK POL,XT,Q,15.50,15.90,15.15,15.50,15.50,15.60,15,6078,95253.00,,INE323D01020,03-Aug-18,,
531456,MINAXI TEXT.,X ,Q,0.79,0.79,0.79,0.79,0.79,0.79,1,231,182.00,,INE952C01028,03-Aug-18,,
531460,CONTI.CONTRL,XT,Q,2.45,2.45,2.45,2.45,2.45,2.46,1,100,245.00,,INE545B01022,03-Aug-18,,
531463,GBLINFRA    ,B ,Q,23.40,23.40,23.40,23.40,23.40,23.85,7,969,22674.00,,INE377M01035,03-Aug-18,,
